representation,total_duration_us,mean_op_duration_us,std_op_duration_us,total_ops,rotation_count,rescale_count,relin_count,bootstrap_count,start_level,end_level,level_drop,level_variance,unique_rotation_amounts,rotation_amount_entropy,peak_memory,kernel_count
clifford,810401.000000,202600.250000,399098.410689,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,813211.000000,203302.750000,400739.812290,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,810950.000000,202737.500000,399521.308860,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,810954.000000,202738.500000,398955.641481,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,816960.000000,204240.000000,402547.824591,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,833284.000000,208321.000000,410611.003979,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,822579.000000,205644.750000,405212.078324,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,819170.000000,204792.500000,403698.096767,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,811022.000000,202755.500000,399470.868899,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,810737.000000,202684.250000,399568.153286,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,114499.000000,38166.333333,66089.574672,3.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.333333,0.000000,0.000000,0.000000,194.000000
clifford,817231.000000,204307.750000,402558.082667,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,809621.000000,202405.250000,398851.594863,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,808680.000000,202170.000000,398502.928238,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,809093.000000,202273.250000,398777.314965,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,802664.000000,200666.000000,395550.230217,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,803639.000000,200909.750000,396001.758858,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,807190.000000,201797.500000,397747.912180,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,813381.000000,203345.250000,400584.499878,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,815431.000000,203857.750000,401608.780734,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,810663.000000,202665.750000,399365.236764,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,111897.000000,37299.000000,64589.041199,3.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.333333,0.000000,0.000000,0.000000,194.000000
clifford,805065.000000,201266.250000,396472.436867,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,807276.000000,201819.000000,397679.001131,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,805863.000000,201465.750000,396945.994133,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,808410.000000,202102.500000,398250.709721,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,798727.000000,199681.750000,393648.319792,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,831225.000000,207806.250000,409675.542988,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,810934.000000,202733.500000,399406.941185,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,809986.000000,202496.500000,399097.397143,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,825220.000000,206305.000000,406413.083817,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,821324.000000,205331.000000,404473.495433,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,113748.000000,37916.000000,65646.459371,3.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.333333,0.000000,0.000000,0.000000,194.000000
clifford,813949.000000,203487.250000,400805.861135,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,805342.000000,201335.500000,396776.029553,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,813574.000000,203393.500000,400818.753874,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,813615.000000,203403.750000,400805.206681,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,814148.000000,203537.000000,401116.369086,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,813828.000000,203457.000000,401006.979217,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,801416.000000,200354.000000,394626.662322,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,809197.000000,202299.250000,398661.610626,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,822024.000000,205506.000000,405009.791346,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,812746.000000,203186.500000,400376.084518,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,823526.000000,205881.500000,405822.527016,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,808125.000000,202031.250000,398022.455239,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,820343.000000,205085.750000,404274.545527,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,815128.000000,203782.000000,401475.314241,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,808901.000000,202225.250000,398581.535747,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,806476.000000,201619.000000,397512.160814,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,809101.000000,202275.250000,398674.798179,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,807400.000000,201850.000000,397782.260139,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,807339.000000,201834.750000,397830.413885,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,804770.000000,201192.500000,396571.966007,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,806778.000000,201694.500000,397500.031008,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,809275.000000,202318.750000,398698.398558,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,817410.000000,204352.500000,402642.230615,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,816439.000000,204109.750000,402297.850019,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,812142.000000,203035.500000,400173.970303,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,819327.000000,204831.750000,403657.947657,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,805577.000000,201394.250000,396902.796938,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,808279.000000,202069.750000,398148.718683,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,804180.000000,201045.000000,396097.153332,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,811022.000000,202755.500000,399732.532815,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,810387.000000,202596.750000,399261.966519,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,804658.000000,201164.500000,396416.802630,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,803197.000000,200799.250000,395867.943166,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,806912.000000,201728.000000,397602.962748,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,817449.000000,204362.250000,402671.683621,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,810247.000000,202561.750000,399245.137546,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,817239.000000,204309.750000,402659.839275,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,816619.000000,204154.750000,402483.059102,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,809147.000000,202286.750000,398794.395535,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,813907.000000,203476.750000,401013.278081,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,804908.000000,201227.000000,396616.910000,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,808723.000000,202180.750000,398501.744707,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,808341.000000,202085.250000,398001.881366,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,813047.000000,203261.750000,400521.248974,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,813569.000000,203392.250000,400659.177082,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,837178.000000,209294.500000,412815.140348,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,819057.000000,204764.250000,403514.969058,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,840410.000000,210102.500000,414341.788143,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,821173.000000,205293.250000,404576.996315,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,806220.000000,201555.000000,397216.362287,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,807385.000000,201846.250000,397745.626257,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,807093.000000,201773.250000,397652.215490,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,807915.000000,201978.750000,398138.332812,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,810409.000000,202602.250000,399352.796436,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,811384.000000,202846.000000,399707.209278,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,804610.000000,201152.500000,396357.524715,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,807285.000000,201821.250000,397677.643092,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,806640.000000,201660.000000,397499.492611,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,806582.000000,201645.500000,397384.059083,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,821808.000000,205452.000000,405047.518017,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,117982.000000,39327.333333,68097.021846,3.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.333333,0.000000,0.000000,0.000000,194.000000
clifford,812260.000000,203065.000000,400102.564799,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,112877.000000,37625.666667,65149.648766,3.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.333333,0.000000,0.000000,0.000000,194.000000
clifford,810536.000000,202634.000000,399254.456569,4.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.300000,0.000000,0.000000,0.000000,0.000000
clifford,110071.000000,36690.333333,63527.006150,3.000000,0.000000,64.000000,64.000000,0.000000,2.000000,1.000000,1.000000,0.333333,0.000000,0.000000,0.000000,194.000000
